date;in_hospital;indicator;life_expectancy;new_cases;new_deaths;new_tests;new_vaccinations;people_fully_vaccinated;people_vaccinated;total_cases;total_vaccinations
2022-01-27T00:00:00.000Z;43015;Daily ICU occupancys;6.929.811.403.508.770;16250920;43186;0;69496481;14454886853;17035689345;1548228059;38392760047
2022-01-26T00:00:00.000Z;44925;Daily ICU occupancy;6.929.811.403.508.770;16600564;45700;6529931;98417101;14874145874;17492975278;1531977139;39540839961
2022-01-25T00:00:00.000Z;44129;Daily ICU occupancy;6.899.550.218.340.610;16294042;44215;9210616;102463170;14864904937;17499035361;1515376575;39515491828
2022-01-24T00:00:00.000Z;44542;Daily ICU occupancy;6.899.550.218.340.610;14994943;35832;9091047;86106836;14887168222;17688635311;1499082533;39688459477
2022-01-23T00:00:00.000Z;44508;Daily ICU occupancy;6.869.552.173.913.040;10428117;20131;8578706;107069398;14851502447;17492169982;1484087590;39431777643
2022-01-22T00:00:00.000Z;44620;Daily ICU occupancy;6.869.552.173.913.040;11739254;24885;10321324;88812128;14610379099;17229628028;1473659473;38688778893
2022-01-21T00:00:00.000Z;45053;Daily ICU occupancy;6.873.991.341.991.340;16679543;40847;13252772;123119275;15865312473;18520459855;1461920219;38689420317
2022-01-20T00:00:00.000Z;45448;Daily ICU occupancy;6.873.991.341.991.340;15975815;39318;14910085;118909240;14846460165;17451299203;1445240676;39097386898
2022-01-19T00:00:00.000Z;46360;Daily ICU occupancy;6.873.991.341.991.340;18398965;43889;15126533;157863078;14856815543;17473028665;1429264861;39061249145
2022-01-18T00:00:00.000Z;45833;Daily ICU occupancy;6.870.206.896.551.720;16144576;38718;14411334;99294608;15041848473;17540281768;1410865896;39196797362
2022-01-17T00:00:00.000Z;45465;Daily ICU occupancy;6.870.206.896.551.720;11798744;26182;12694912;121784510;14521119226;17356573866;1394721320;38726961380
2022-01-16T00:00:00.000Z;45258;Daily ICU occupancy;6.870.206.896.551.720;9143631;17451;10628487;115644430;14533769106;17382284273;1382922576;38767817666
2022-01-15T00:00:00.000Z;45147;Daily ICU occupancy;6.870.206.896.551.720;10477372;25488;12163942;119012845;14248124237;17153612143;1373778945;38130515123
2022-01-14T00:00:00.000Z;45597;Daily ICU occupancy;6.870.206.896.551.720;15413891;35442;12800376;101776015;15462752443;18491205296;1363301573;38210476156
2022-01-13T00:00:00.000Z;45745;Daily ICU occupancy;6.870.206.896.551.720;12534886;32055;12990765;148981712;14472225826;17299638258;1347887682;38475729987
2022-01-12T00:00:00.000Z;46027;Daily ICU occupancy;6.870.206.896.551.720;15973589;40558;16589584;135083941;14333837418;17197928966;1335352796;38159973993
2022-01-11T00:00:00.000Z;45434;Daily ICU occupancy;6.870.206.896.551.720;12694318;36621;15191339;151276065;14288195806;17207589897;1319379207;38095390342
2022-01-10T00:00:00.000Z;44632;Daily ICU occupancy;6.870.206.896.551.720;13384443;26532;14257007;205348515;14268684729;17167669761;1306684889;38008303311
2022-01-09T00:00:00.000Z;43756;Daily ICU occupancy;6.870.206.896.551.720;8715306;15807;11284828;123047714;14089373792;16973876904;1293300446;37479598246
2022-01-08T00:00:00.000Z;42884;Daily ICU occupancy;6.870.206.896.551.720;9282794;22007;13264717;99880979;13750000575;16652576390;1284585140;36774831501
2022-01-07T00:00:00.000Z;42465;Daily ICU occupancy;6.870.206.896.551.720;12744157;29945;14190500;143434891;14877280100;17756743940;1275302346;36348064472
2022-01-06T00:00:00.000Z;41674;Daily ICU occupancy;6.870.206.896.551.720;11303312;28913;15658597;144919124;15018444744;16667714263;1262558189;36764896460
2022-01-05T00:00:00.000Z;41017;Daily ICU occupancy;6.870.206.896.551.720;11259793;33803;16076866;137461731;13767059976;16612473535;1251254877;36579021939
2022-01-04T00:00:00.000Z;40759;Daily ICU occupancy;6.870.206.896.551.720;10969717;33669;16121088;150060278;13891226338;16687999386;1239995084;36608209473
2022-01-03T00:00:00.000Z;40076;Daily ICU occupancy;6.870.206.896.551.720;10424953;25656;12166840;124197971;13807434308;16695817669;1229025367;36662096327
2022-01-02T00:00:00.000Z;39021;Daily ICU occupancy;6.870.206.896.551.720;3985691;13235;8252153;83508382;13717262407;16584543043;1218600414;36236181573
2022-01-01T00:00:00.000Z;38089;Daily ICU occupancy;6.870.206.896.551.720;5238739;18055;9011278;80104732;13674471919;16369312512;1214614723;35957882243
2021-12-31T00:00:00.000Z;37649;Daily ICU occupancy;6.870.206.896.551.720;7405678;25596;13405965;126850820;13532984526;16313022278;1209375984;35631704168
2021-12-30T00:00:00.000Z;37582;Daily ICU occupancy;6.870.206.896.551.720;8492860;32216;13791711;146710483;13747318925;16554034154;1201970306;36090686543
2021-12-29T00:00:00.000Z;37442;Daily ICU occupancy;6.870.206.896.551.720;7544740;34478;12919112;155872475;13412551218;16255325914;1193477446;35313579353
2021-12-28T00:00:00.000Z;36701;Daily ICU occupancy;6.870.206.896.551.720;5810660;31787;14544540;179779622;14931549736;17920039557;1185932706;35994289332
2021-12-27T00:00:00.000Z;36527;Daily ICU occupancy;6.870.206.896.551.720;5547892;28634;10100484;128829373;13589328599;16436468884;1180122046;35659315375
2021-12-26T00:00:00.000Z;35910;Daily ICU occupancy;6.870.206.896.551.720;2498076;14943;7125733;92140375;13260576720;16040109182;1174574154;34839907524
2021-12-25T00:00:00.000Z;35568;Daily ICU occupancy;6.870.206.896.551.720;3017328;18228;8164657;111624497;14244838197;15863514561;1172076078;34448060588
2021-12-24T00:00:00.000Z;35447;Daily ICU occupancy;6.870.206.896.551.720;3630060;24968;12377544;126287768;13215528805;16148370188;1169058750;34865022006
2021-12-23T00:00:00.000Z;35593;Daily ICU occupancy;6.870.206.896.551.720;4314749;39148;13678058;168480357;13166170046;16261008384;1165428690;35040254396
2021-12-22T00:00:00.000Z;35384;Daily ICU occupancy;6.870.206.896.551.720;3929120;35139;13119678;136249105;13384179960;16290808447;1161113941;34858018112
2021-12-21T00:00:00.000Z;35295;Daily ICU occupancy;6.870.206.896.551.720;3479940;32903;12243473;152319485;13276743581;16181682701;1157184821;34503284636
2021-12-20T00:00:00.000Z;35956;Daily ICU occupancy;6.870.206.896.551.720;3203537;29590;10067765;171620924;13418709944;16310499923;1153704881;34763179354
2021-12-19T00:00:00.000Z;35603;Daily ICU occupancy;6.870.206.896.551.720;2069549;18133;8467160;124947980;14550705909;16290483048;1150501344;34689489762
2021-12-18T00:00:00.000Z;35439;Daily ICU occupancy;6.870.206.896.551.720;2561281;26063;10318274;143657854;13036063361;16067985376;1148431795;34109908796
2021-12-17T00:00:00.000Z;35548;Daily ICU occupancy;6.870.206.896.551.720;3173436;29926;11968790;166305345;14142827099;15932569998;1145870514;33865897109
2021-12-16T00:00:00.000Z;35650;Daily ICU occupancy;6.870.206.896.551.720;3226004;31510;12241393;133028804;13114240620;16129245591;1142697078;34118667533
2021-12-15T00:00:00.000Z;35820;Daily ICU occupancy;6.870.206.896.551.720;3249789;39189;11404884;158346965;13184608532;16273967978;1139471074;34358217398
2021-12-14T00:00:00.000Z;35913;Daily ICU occupancy;6.870.206.896.551.720;2904348;33532;10638841;161902939;13083587250;16172380630;1136221285;34076579386
2021-12-13T00:00:00.000Z;35861;Daily ICU occupancy;6.870.206.896.551.720;2720782;28224;9034827;115776531;13097278228;15951902841;1133316937;33886861559
2021-12-12T00:00:00.000Z;35279;Daily ICU occupancy;6.870.206.896.551.720;1934137;19239;7352800;115333348;13097961406;16073385923;1130596155;33923980454
2021-12-11T00:00:00.000Z;34730;Daily ICU occupancy;6.870.206.896.551.720;2199881;25188;9259612;178724219;12792556474;15786895580;1128662018;33325087941
2021-12-10T00:00:00.000Z;34752;Daily ICU occupancy;6.870.206.896.551.720;3019858;34688;11094096;121074520;13812660670;15657723766;1126462137;32978207839
2021-12-09T00:00:00.000Z;34624;Daily ICU occupancy;6.870.206.896.551.720;3251695;37911;10271143;153104263;12772672518;16041530683;1123442279;33255052604
2021-12-08T00:00:00.000Z;34426;Daily ICU occupancy;6.870.206.896.551.720;2927738;34259;10453750;143708041;12769226467;16121070057;1120190584;33371024496
2021-12-07T00:00:00.000Z;34087;Daily ICU occupancy;6.870.206.896.551.720;3120043;35990;11036993;122034080;12395429848;15732979334;1117262846;32546123970
2021-12-06T00:00:00.000Z;33610;Daily ICU occupancy;6.870.206.896.551.720;2538904;29783;8983175;116690862;12657474611;15993872431;1114142803;33030737964
2021-12-05T00:00:00.000Z;32904;Daily ICU occupancy;6.870.206.896.551.720;1936856;30091;7382586;116793917;12655529730;16032441439;1111603899;33013328928
2021-12-04T00:00:00.000Z;32700;Daily ICU occupancy;6.870.206.896.551.720;2278283;23364;8640609;151553672;12334412181;15663437401;1109667043;32148769923
2021-12-03T00:00:00.000Z;32768;Daily ICU occupancy;6.870.206.896.551.720;3155452;36188;12122754;129190578;13332107811;15538745201;1107388760;31907719360
2021-12-02T00:00:00.000Z;32570;Daily ICU occupancy;6.870.206.896.551.720;3137558;42660;11079285;155712069;12518343508;15994969885;1104233308;32545758690
2021-12-01T00:00:00.000Z;32342;Daily ICU occupancy;6.870.206.896.551.720;3137873;39266;10751666;162255931;12260572113;15748227493;1101095750;32247160159
2021-11-30T00:00:00.000Z;32037;Daily ICU occupancy;6.870.206.896.551.720;2786765;34215;10927429;158351250;12235035246;15657767116;1097957877;32010721491
2021-11-29T00:00:00.000Z;31657;Daily ICU occupancy;6.870.206.896.551.720;2865807;33009;8302886;132123069;13413771646;15877078590;1095171112;32231929846
2021-11-28T00:00:00.000Z;31066;Daily ICU occupancy;6.870.206.896.551.720;1809211;19967;6656854;149296520;12220265901;15878499597;1092305305;32244110728
2021-11-27T00:00:00.000Z;30599;Daily ICU occupancy;6.870.206.896.551.720;2055584;25014;7630055;112158619;11882000029;15539359801;1090496094;31481199091
2021-11-26T00:00:00.000Z;30260;Daily ICU occupancy;6.840.721.030.042.910;2677854;29133;9389672;148309356;11708392314;15351591816;1088440510;31048938890
2021-11-25T00:00:00.000Z;29870;Daily ICU occupancy;6.840.721.030.042.910;2682542;33150;9327019;112087007;11868155116;15555594894;1085762656;31281763360
2021-11-24T00:00:00.000Z;29379;Daily ICU occupancy;6.840.721.030.042.910;3003051;36790;9860300;148703711;11916569835;15621210563;1083080114;31333342514
2021-11-23T00:00:00.000Z;29209;Daily ICU occupancy;6.840.721.030.042.910;2602624;34310;9584970;124584771;11780297587;15477946335;1080077063;31049831566
2021-11-22T00:00:00.000Z;28927;Daily ICU occupancy;6.840.721.030.042.910;2730682;30987;7895341;112240220;11733426651;15420927813;1077400095;30876373225
2021-11-21T00:00:00.000Z;28156;Daily ICU occupancy;6.840.721.030.042.910;1754563;18842;6809002;100634521;11784029856;15446018319;1074669413;30961911650
2021-11-20T00:00:00.000Z;27698;Daily ICU occupancy;6.840.721.030.042.910;2135717;25579;7939231;132326330;11563104266;15263959393;1072914850;30463432872
2021-11-19T00:00:00.000Z;27655;Daily ICU occupancy;6.840.721.030.042.910;2710673;34003;9871960;125437392;12509490575;16374296020;1070779133;30172356845
2021-11-18T00:00:00.000Z;27506;Daily ICU occupancy;6.840.721.030.042.910;2707365;34928;9383036;118707135;11693987720;14989526333;1068068460;30566336747
2021-11-17T00:00:00.000Z;27314;Daily ICU occupancy;6.840.721.030.042.910;2778676;38989;9406563;130370793;11645305925;15058454579;1065361095;30617965453
2021-11-16T00:00:00.000Z;26899;Daily ICU occupancy;6.840.721.030.042.910;2308252;32758;9468610;110337898;11536522887;14935256537;1062582419;30342614744
2021-11-15T00:00:00.000Z;26680;Daily ICU occupancy;6.840.721.030.042.910;2333203;29572;7214563;105923958;11571626193;14997389340;1060274167;30366380178
2021-11-14T00:00:00.000Z;26132;Daily ICU occupancy;6.840.721.030.042.910;1534425;19252;6348494;100439482;11560913304;15014070506;1057940964;30333463662
2021-11-13T00:00:00.000Z;25997;Daily ICU occupancy;6.840.721.030.042.910;1868009;26257;6990366;128789578;11254161100;14695737681;1056406539;29583242336
2021-11-12T00:00:00.000Z;25790;Daily ICU occupancy;6.840.721.030.042.910;2571544;37551;8150683;133111578;12269606330;14622120366;1054538530;29445097270
2021-11-11T00:00:00.000Z;25671;Daily ICU occupancy;6.840.721.030.042.910;2264735;32433;9929874;133349064;11420024311;14916640237;1051966986;29891580844
2021-11-10T00:00:00.000Z;25665;Daily ICU occupancy;6.840.721.030.042.910;2533330;34589;9849814;147036699;11254918006;14675702185;1049702251;29468301809
2021-11-09T00:00:00.000Z;25427;Daily ICU occupancy;6.840.721.030.042.910;2097852;34786;9862782;132823390;11266076685;14760701546;1047168921;29519453593
2021-11-08T00:00:00.000Z;25252;Daily ICU occupancy;6.840.721.030.042.910;2042859;28156;7615012;112972144;11227443241;14683348594;1045071069;29363797524
2021-11-07T00:00:00.000Z;24897;Daily ICU occupancy;6.840.721.030.042.910;1486647;18648;6367794;104802138;11227052204;14635347395;1043028210;29241921495
2021-11-06T00:00:00.000Z;24679;Daily ICU occupancy;6.840.721.030.042.910;1848316;27645;7031150;102734007;10936971457;14338120627;1041541563;28583817667
2021-11-05T00:00:00.000Z;24724;Daily ICU occupancy;6.840.721.030.042.910;2220839;35901;8116453;123879788;11959690929;14282572471;1039693247;28355444641
2021-11-04T00:00:00.000Z;24819;Daily ICU occupancy;6.840.721.030.042.910;2251073;32128;8681808;127267027;11142700823;14627055481;1037472408;28997213212
2021-11-03T00:00:00.000Z;24963;Daily ICU occupancy;6.840.721.030.042.910;2300232;35327;8990263;115795979;11089533979;14518635773;1035221335;28769218596
2021-11-02T00:00:00.000Z;24800;Daily ICU occupancy;6.840.721.030.042.910;1799230;30565;7878752;103170071;10988385386;14440846269;1032921103;28545062731
2021-11-01T00:00:00.000Z;24823;Daily ICU occupancy;6.840.721.030.042.910;1754788;26278;6141142;92848786;11007384201;14477478776;1031121873;28509923517
2021-10-31T00:00:00.000Z;24575;Daily ICU occupancy;6.840.721.030.042.910;1355897;18687;5870616;116259678;10975361340;14429230462;1029367085;28420645633
2021-10-30T00:00:00.000Z;24492;Daily ICU occupancy;6.840.721.030.042.910;1643923;24879;6590757;127334471;10753977174;14241238089;1028011188;27947096902
2021-10-29T00:00:00.000Z;24680;Daily ICU occupancy;6.840.721.030.042.910;2169236;33635;8450138;141178760;11804238018;14244837155;1026367265;27904649015
2021-10-28T00:00:00.000Z;26461;Daily ICU occupancy;6.840.721.030.042.910;1933211;35402;8679489;117985102;10770704831;14299749707;1024198029;27979699317
2021-10-27T00:00:00.000Z;26902;Daily ICU occupancy;6.840.721.030.042.910;2190009;38171;8601710;96269187;10599743860;14087085896;1022264818;27579403757
2021-10-26T00:00:00.000Z;26802;Daily ICU occupancy;6.840.721.030.042.910;1895999;33085;8579803;105384642;10617722089;14151237722;1020074809;27611515102
2021-10-25T00:00:00.000Z;26798;Daily ICU occupancy;6.840.721.030.042.910;1789042;27597;6864416;80954683;10671815587;14223577470;1018178810;27703103124
2021-10-24T00:00:00.000Z;26572;Daily ICU occupancy;6.840.721.030.042.910;1333642;18726;5919389;88280019;10616064853;14097938651;1016389768;27505353051
2021-10-23T00:00:00.000Z;26742;Daily ICU occupancy;6.840.721.030.042.910;1535394;24144;6828517;96540206;11574618902;14166376515;1015056126;27465679863
2021-10-22T00:00:00.000Z;27180;Daily ICU occupancy;6.840.363.247.863.240;2046961;33727;8194925;102929098;10266899933;13900655664;1013520732;27004442794
2021-10-21T00:00:00.000Z;27362;Daily ICU occupancy;6.840.363.247.863.240;1926694;31826;9219615;99384932;10461241006;14158167113;1011473771;27396036458
2021-10-20T00:00:00.000Z;27928;Daily ICU occupancy;6.840.363.247.863.240;1992260;35846;9113727;135561438;10390279064;14022176486;1009547077;27208632972
2021-10-19T00:00:00.000Z;27927;Daily ICU occupancy;6.840.363.247.863.240;1867200;34295;9124712;108284341;10366832299;13928685881;1007554817;27034431982
2021-10-18T00:00:00.000Z;28059;Daily ICU occupancy;6.840.363.247.863.240;1704690;26759;6744408;108712538;10297447113;13884227784;1005687617;26900158283
2021-10-17T00:00:00.000Z;27759;Daily ICU occupancy;6.840.363.247.863.240;1306015;17613;5770987;92830052;10289288257;13881374265;1003982927;26857919924
2021-10-16T00:00:00.000Z;27882;Daily ICU occupancy;6.840.363.247.863.240;1428256;21653;6659313;55394427;9977994371;13520876803;1002676912;26193916296
2021-10-15T00:00:00.000Z;28439;Daily ICU occupancy;6.840.363.247.863.240;1900367;29852;8409497;76828424;10016971481;13544246407;1001248656;26216989203
2021-10-14T00:00:00.000Z;28827;Daily ICU occupancy;6.840.363.247.863.240;1861837;33012;9735645;89649521;10201953272;13786335734;999348289;26633899901
2021-10-13T00:00:00.000Z;29856;Daily ICU occupancy;6.840.363.247.863.240;1877127;36120;8640886;89474898;10153496564;13704760889;997486452;26501513935
2021-10-12T00:00:00.000Z;27884;Daily ICU occupancy;6.846.089.361.702.120;1816976;33470;8567360;92245109;10143611958;13733518233;995609325;26468687524
2021-10-11T00:00:00.000Z;29684;Daily ICU occupancy;6.846.089.361.702.120;1543490;23784;7046257;76734406;10087137749;13688347342;993792349;26346417339
2021-10-10T00:00:00.000Z;29636;Daily ICU occupancy;6.846.089.361.702.120;1312338;19076;6255225;104145192;10024132018;13666659554;992248859;26316924336
2021-10-09T00:00:00.000Z;29194;Daily ICU occupancy;6.846.089.361.702.120;1408018;19898;7220323;79883735;9855569151;13417318019;990936521;25828979709
2021-10-08T00:00:00.000Z;28674;Daily ICU occupancy;6.846.089.361.702.120;1984952;31179;8684599;116436632;9816870612;13403234764;989528503;25759950773
2021-10-07T00:00:00.000Z;29268;Daily ICU occupancy;6.846.089.361.702.120;1841431;36574;9280012;91820170;9931476773;13531869606;987543551;26005850650
2021-10-06T00:00:00.000Z;30545;Daily ICU occupancy;6.846.089.361.702.120;2086317;37509;9118460;92753052;9873440815;13478556301;985702120;25881782446
2021-10-05T00:00:00.000Z;30143;Daily ICU occupancy;6.846.089.361.702.120;1737911;30568;8538254;125896662;9804117216;13413147802;983615803;25740632338
2021-10-04T00:00:00.000Z;30603;Daily ICU occupancy;6.846.089.361.702.120;1780011;29417;7085332;85691395;9802430220;13435548894;981877892;25729377845
2021-10-03T00:00:00.000Z;30686;Daily ICU occupancy;6.846.089.361.702.120;1276195;17437;6353611;81748044;9684120752;13292442954;980097881;25477189692
2021-10-02T00:00:00.000Z;30863;Daily ICU occupancy;6.846.089.361.702.120;1450532;23912;7287792;79104961;9533258943;13106806282;978821686;25114536198
2021-10-01T00:00:00.000Z;31263;Daily ICU occupancy;6.846.089.361.702.120;2118863;35035;8641613;87985262;9455939222;13026981777;977371154;24949363689
2021-09-30T00:00:00.000Z;32027;Daily ICU occupancy;6.846.089.361.702.120;1983906;35919;9436491;114511882;9611125444;13247567972;975252291;25287358910
2021-09-29T00:00:00.000Z;33904;Daily ICU occupancy;6.846.089.361.702.120;2059390;38231;9579499;125905005;9523754604;13095678294;973268385;25057281115
2021-09-28T00:00:00.000Z;33397;Daily ICU occupancy;6.846.089.361.702.120;1865510;38373;8821810;111283153;10605415093;13137237704;971208995;25131375469
2021-09-27T00:00:00.000Z;33815;Daily ICU occupancy;6.846.089.361.702.120;1867947;31468;7500454;170302131;9489351637;13189731780;969343485;25131095549
2021-09-26T00:00:00.000Z;34206;Daily ICU occupancy;6.846.089.361.702.120;1441978;22013;6935738;73481625;9350852906;12963819854;967475538;24755681810
2021-09-25T00:00:00.000Z;34458;Daily ICU occupancy;6.846.089.361.702.120;1536939;22024;8053556;79291871;9213572087;12835721021;966033560;24476943378
2021-09-24T00:00:00.000Z;34872;Daily ICU occupancy;6.846.089.361.702.120;2236440;35743;9550156;113688137;9127472951;12733031010;964496621;24272190847
2021-09-23T00:00:00.000Z;35387;Daily ICU occupancy;6.846.089.361.702.120;2203267;39700;9833295;126951474;9212241680;12815203375;962260181;24425418640
2021-09-22T00:00:00.000Z;37958;Daily ICU occupancy;6.846.089.361.702.120;2204916;40382;9597901;105430368;9181144960;12837324700;960056914;24359390850
2021-09-21T00:00:00.000Z;36735;Daily ICU occupancy;6.846.089.361.702.120;1972229;37979;9037324;115776220;9170058756;12774537220;957851998;24298996016
2021-09-20T00:00:00.000Z;37015;Daily ICU occupancy;6.846.089.361.702.120;2115881;33430;7835453;105723423;9142096787;12791650757;955879769;24246018682
2021-09-19T00:00:00.000Z;37181;Daily ICU occupancy;6.846.089.361.702.120;1490061;24478;7100340;98298974;9062047051;12665741511;953763888;24036794674
2021-09-18T00:00:00.000Z;37369;Daily ICU occupancy;6.846.089.361.702.120;1634535;26292;8079516;149394410;9871869896;13527975073;952273827;23581992261
2021-09-17T00:00:00.000Z;37991;Daily ICU occupancy;6.846.089.361.702.120;2530000;36534;9517980;105093038;8809973287;12395476976;950139780;23537711242
2021-09-16T00:00:00.000Z;38374;Daily ICU occupancy;6.846.089.361.702.120;2379960;42562;9445401;123971022;8919035650;12509871940;947609780;23746191437
2021-09-15T00:00:00.000Z;41256;Daily ICU occupancy;6.846.089.361.702.120;2337259;42410;9526948;124118798;9885063152;12439937928;945229820;23625332611
2021-09-14T00:00:00.000Z;39220;Daily ICU occupancy;6.846.089.361.702.120;2250856;40484;9531219;106239952;8743532729;12461371510;942892561;23599359503
2021-09-13T00:00:00.000Z;39527;Daily ICU occupancy;6.846.089.361.702.120;2383821;37001;8347033;126066986;8652033663;12348858029;940641705;23383228516
2021-09-12T00:00:00.000Z;39551;Daily ICU occupancy;6.846.089.361.702.120;1513317;22428;7154575;125941272;8654871977;12375531266;938257884;23384757658
2021-09-11T00:00:00.000Z;39587;Daily ICU occupancy;6.846.089.361.702.120;1906209;33642;8344239;131107794;8443571378;12083976994;936744567;22853616410
2021-09-10T00:00:00.000Z;40097;Daily ICU occupancy;6.846.089.361.702.120;2602569;37141;10336137;116241314;8473768700;12115067566;934838358;22819229047
2021-09-09T00:00:00.000Z;40390;Daily ICU occupancy;6.846.089.361.702.120;2655486;43969;10113457;147832616;8545286509;12210845426;932235789;22953276884
2021-09-08T00:00:00.000Z;43455;Daily ICU occupancy;6.846.089.361.702.120;2556305;40737;9753330;154610994;8420398545;12008731377;929580303;22670728952
2021-09-07T00:00:00.000Z;40492;Daily ICU occupancy;6.817.080.508.474.570;2871444;42538;9223198;147948653;8367496856;11988618637;927023998;22548196724
2021-09-06T00:00:00.000Z;40152;Daily ICU occupancy;6.817.080.508.474.570;1816245;32687;8244630;104556967;9315012036;13027407171;924152554;22466875646
2021-09-05T00:00:00.000Z;39899;Daily ICU occupancy;6.817.080.508.474.570;1828721;26256;7299691;113377911;8031234209;11780384369;922336309;22269153862
2021-09-04T00:00:00.000Z;39901;Daily ICU occupancy;6.817.080.508.474.570;2013557;31141;8294523;98559342;7911124171;11631890044;920507588;21983925828
2021-09-03T00:00:00.000Z;40273;Daily ICU occupancy;6.817.080.508.474.570;2925993;43253;8243162;113106532;7864038350;11578643697;918494031;21844458149
2021-09-02T00:00:00.000Z;40353;Daily ICU occupancy;6.817.080.508.474.570;2756895;45515;8130272;132618807;7929392977;11690220752;915568038;21959951500
2021-09-01T00:00:00.000Z;43421;Daily ICU occupancy;6.817.080.508.474.570;2987420;50407;10495495;181413399;7908246156;11640147367;912811143;21889540904
2021-08-31T00:00:00.000Z;40351;Daily ICU occupancy;6.817.080.508.474.570;2579025;37332;9104958;159931530;7860376645;11579610787;909823723;21759317519
2021-08-30T00:00:00.000Z;40361;Daily ICU occupancy;6.817.080.508.474.570;2728438;38674;7998299;137099728;7771319855;11485342906;907244698;21511726228
2021-08-29T00:00:00.000Z;40190;Daily ICU occupancy;6.817.088.607.594.930;1831447;27070;6971320;169133257;7781868184;11503594314;904516260;21512593695
2021-08-28T00:00:00.000Z;39864;Daily ICU occupancy;6.817.088.607.594.930;2299777;34118;8760510;144464215;7577933912;11235520474;902684813;20991243035
2021-08-27T00:00:00.000Z;39769;Daily ICU occupancy;6.817.088.607.594.930;3006983;41689;9992701;196276730;7544863642;11196425768;900385036;20839625489
2021-08-26T00:00:00.000Z;39676;Daily ICU occupancy;6.817.088.607.594.930;3025065;46956;10120165;164340685;8461711716;12320810878;897378053;20850092448
2021-08-25T00:00:00.000Z;42405;Daily ICU occupancy;6.817.088.607.594.930;3009371;45638;9509814;169576699;7138268725;9756308968;894352988;20574308924
2021-08-24T00:00:00.000Z;39544;Daily ICU occupancy;6.817.088.607.594.930;2826986;44841;10355799;175464625;7176283328;9839911232;891343617;20608729207
2021-08-23T00:00:00.000Z;38933;Daily ICU occupancy;6.817.088.607.594.930;2826727;41031;7900329;128695847;7041813974;9641828993;888516631;20236331777
2021-08-22T00:00:00.000Z;38378;Daily ICU occupancy;6.817.088.607.594.930;1842497;30849;6912523;112037958;7083627534;9686408377;885689904;20258206331
2021-08-21T00:00:00.000Z;37895;Daily ICU occupancy;6.814.745.762.711.860;2268561;35689;8218003;122119382;6960114233;9572752285;883847407;19974591054
2021-08-20T00:00:00.000Z;37567;Daily ICU occupancy;6.814.745.762.711.860;3211477;42343;9848532;154569031;6928127931;9524053907;881578846;19839283359
2021-08-19T00:00:00.000Z;37200;Daily ICU occupancy;6.814.745.762.711.860;2922251;46651;9688185;144027293;6951180438;9528537495;878367369;19818274898
2021-08-18T00:00:00.000Z;39400;Daily ICU occupancy;6.814.745.762.711.860;3019169;43517;9211400;152665353;6936497601;9527493012;875445118;19775294256
2021-08-17T00:00:00.000Z;36264;Daily ICU occupancy;6.814.745.762.711.860;2792482;43441;8920101;159871155;6871420144;9466090132;872425949;19585109991
2021-08-16T00:00:00.000Z;35451;Daily ICU occupancy;6.814.745.762.711.860;2725958;39493;7618828;154878527;6827211738;9387391861;869633467;19423858149
2021-08-15T00:00:00.000Z;34735;Daily ICU occupancy;6.814.745.762.711.860;1907221;29601;6583615;88964873;6686927981;8935769505;866907509;18749382444
2021-08-14T00:00:00.000Z;34040;Daily ICU occupancy;6.814.745.762.711.860;2257597;34883;8694812;125145357;6656653619;9129019909;865000288;18891563704
2021-08-13T00:00:00.000Z;33680;Daily ICU occupancy;6.814.745.762.711.860;3279189;41899;9574469;167747555;6617272474;9124655056;862742691;18809723502
2021-08-12T00:00:00.000Z;33178;Daily ICU occupancy;6.814.745.762.711.860;2916841;42458;9879673;136735311;7332860097;8775894640;859463502;18333549263
2021-08-11T00:00:00.000Z;34638;Daily ICU occupancy;6.814.745.762.711.860;2995296;42272;8862163;150688211;4297494231;9111947397;856546661;18694985811
2021-08-10T00:00:00.000Z;31797;Daily ICU occupancy;6.814.745.762.711.860;2655014;46759;8549255;160452372;4259659204;9079925029;853551365;18573354924
2021-08-09T00:00:00.000Z;31156;Daily ICU occupancy;6.814.745.762.711.860;2548220;35236;8015913;161282739;4211417335;9022608576;850896351;18415938005
2021-08-08T00:00:00.000Z;30137;Daily ICU occupancy;6.814.745.762.711.860;1914569;29868;6500150;117933670;4095881512;8863776779;848348131;18111923965
2021-08-07T00:00:00.000Z;29357;Daily ICU occupancy;6.814.745.762.711.860;2288160;34661;7854192;125066361;4012653524;8731237428;846433562;17870757194
2021-08-06T00:00:00.000Z;28857;Daily ICU occupancy;6.814.745.762.711.860;3348506;42197;8714234;152113373;3961082659;8692082953;844145402;17732151945
2021-08-05T00:00:00.000Z;28268;Daily ICU occupancy;6.814.745.762.711.860;2822748;44185;8754016;163790297;4058667793;8819909767;840796896;17874633506
2021-08-04T00:00:00.000Z;29291;Daily ICU occupancy;6.814.745.762.711.860;2805679;42346;8392187;183587078;3989123396;8710211112;837974148;17630696518
2021-08-03T00:00:00.000Z;27072;Daily ICU occupancy;6.814.745.762.711.860;2593553;41831;7909184;206327733;3979140204;8686054204;835168469;17521814924
2021-08-02T00:00:00.000Z;26394;Daily ICU occupancy;681.709.282.700.422;2380304;32539;7106397;150303873;3822325392;8208679537;832574916;16804081108
